Cause,Type,Year,Data Redundancy, Total Deaths , Source , Page at Source , Source URL ,Teks,Teks2,Catatan
Banjir,Bencana Alam,2008,1, 58 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2008 :: 58,Banjir Tahun 2008,
Banjir,Bencana Alam,2009,1, 30 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2009 :: 30,Banjir Tahun 2009,
Banjir,Bencana Alam,2010,1, 33 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2010 :: 33,Banjir Tahun 2010,
Banjir,Bencana Alam,2011,1, 14 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2011 :: 14,Banjir Tahun 2011,
Banjir,Bencana Alam,2012,1, 9 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2012 :: 9,Banjir Tahun 2012,
Banjir,Bencana Alam,2015,1, 35 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2015 :: 35,Banjir Tahun 2015,
Banjir,Bencana Alam,2016,1, 42 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2016 :: 42,Banjir Tahun 2016,
Banjir,Bencana Alam,2017,1, 6 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2017 :: 6,Banjir Tahun 2017,
Banjir,Bencana Alam,2018,1, 26 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2018 :: 26,Banjir Tahun 2018,
Banjir,Bencana Alam,2019,1, 43 , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2019 :: 43,Banjir Tahun 2019,
Banjir,Bencana Alam,2020,1, 88 , Profil Kesehatan Indonesia Tahun 2020 ,190,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Banjir di RI Thn 2020 :: 88,Banjir Tahun 2020,
Banjir Bandang,Bencana Alam,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2005 :: 0,Banjir Bandang Tahun 2005,
Banjir Bandang,Bencana Alam,2006,1, 251 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2006 :: 251,Banjir Bandang Tahun 2006,
Banjir Bandang,Bencana Alam,2007,1, -   , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2007 :: 0,Banjir Bandang Tahun 2007,
Banjir Bandang,Bencana Alam,2008,1, 42 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2008 :: 42,Banjir Bandang Tahun 2008,
Banjir Bandang,Bencana Alam,2009,1, 127 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2009 :: 127,Banjir Bandang Tahun 2009,
Banjir Bandang,Bencana Alam,2010,1, 215 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2010 :: 215,Banjir Bandang Tahun 2010,
Banjir Bandang,Bencana Alam,2011,1, 55 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2011 :: 55,Banjir Bandang Tahun 2011,
Banjir Bandang,Bencana Alam,2012,1, 38 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2012 :: 38,Banjir Bandang Tahun 2012,
Banjir Bandang,Bencana Alam,2015,1, 20 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2015 :: 20,Banjir Bandang Tahun 2015,
Banjir Bandang,Bencana Alam,2016,1, 81 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2016 :: 81,Banjir Bandang Tahun 2016,
Banjir Bandang,Bencana Alam,2017,1, 23 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2017 :: 23,Banjir Bandang Tahun 2017,
Banjir Bandang,Bencana Alam,2018,1, 18 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2018 :: 18,Banjir Bandang Tahun 2018,
Banjir Bandang,Bencana Alam,2019,1, 109 , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2019 :: 109,Banjir Bandang Tahun 2019,
Banjir Bandang,Bencana Alam,2020,1, 49 , Profil Kesehatan Indonesia Tahun 2020 ,190,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang di RI Thn 2020 :: 49,Banjir Bandang Tahun 2020,
Banjir Bandang dan Angin Siklon Tropis,Bencana Alam,2012,1, -   , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang dan Angin Siklon Tropis di RI Thn 2012 :: 0,Banjir Bandang dan Angin Siklon Tropis Tahun 2012,
Banjir Bandang dan Tanah Longsor,Bencana Alam,2007,1, 2 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang dan Tanah Longsor di RI Thn 2007 :: 2,Banjir Bandang dan Tanah Longsor Tahun 2007,
Banjir Bandang dan Tanah Longsor,Bencana Alam,2012,1, -   , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Banjir Bandang dan Tanah Longsor di RI Thn 2012 :: 0,Banjir Bandang dan Tanah Longsor Tahun 2012,
Banjir dan Tanah Longsor,Bencana Alam,2007,1, 265 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2007 :: 265,Banjir dan Tanah Longsor Tahun 2007,
Banjir dan Tanah Longsor,Bencana Alam,2011,1, 3 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2011 :: 3,Banjir dan Tanah Longsor Tahun 2011,
Banjir dan Tanah Longsor,Bencana Alam,2012,1, 20 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2012 :: 20,Banjir dan Tanah Longsor Tahun 2012,
Banjir dan Tanah Longsor,Bencana Alam,2015,1, 2 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2015 :: 2,Banjir dan Tanah Longsor Tahun 2015,
Banjir dan Tanah Longsor,Bencana Alam,2016,1, 11 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2016 :: 11,Banjir dan Tanah Longsor Tahun 2016,
Banjir dan Tanah Longsor,Bencana Alam,2017,1, 49 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2017 :: 49,Banjir dan Tanah Longsor Tahun 2017,
Banjir dan Tanah Longsor,Bencana Alam,2018,1, 43 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2018 :: 43,Banjir dan Tanah Longsor Tahun 2018,
Banjir dan Tanah Longsor,Bencana Alam,2019,1, 98 , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2019 :: 98,Banjir dan Tanah Longsor Tahun 2019,
Banjir dan Tanah Longsor,Bencana Alam,2020,1, 67 , Profil Kesehatan Indonesia Tahun 2020 ,190,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Banjir dan Tanah Longsor di RI Thn 2020 :: 67,Banjir dan Tanah Longsor Tahun 2020,
Banjir disertai Tanah Longsor,Bencana Alam,2008,1, 17 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Banjir disertai Tanah Longsor di RI Thn 2008 :: 17,Banjir disertai Tanah Longsor Tahun 2008,
Banjir disertai Tanah Longsor,Bencana Alam,2009,1, 4 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Banjir disertai Tanah Longsor di RI Thn 2009 :: 4,Banjir disertai Tanah Longsor Tahun 2009,
Banjir disertai Tanah Longsor,Bencana Alam,2010,1, 19 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Banjir disertai Tanah Longsor di RI Thn 2010 :: 19,Banjir disertai Tanah Longsor Tahun 2010,
Banjir Lahar Dingin,Bencana Alam,2009,1, -   , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Banjir Lahar Dingin di RI Thn 2009 :: 0,Banjir Lahar Dingin Tahun 2009,
Banjir Lahar Dingin,Bencana Alam,2011,1, 6 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Banjir Lahar Dingin di RI Thn 2011 :: 6,Banjir Lahar Dingin Tahun 2011,
Banjir Lahar Dingin,Bencana Alam,2012,1, 6 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Banjir Lahar Dingin di RI Thn 2012 :: 6,Banjir Lahar Dingin Tahun 2012,
Batuk Rejan,Bencana Non Alam dan Penyakit,2004,1, 4 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.12,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Batuk Rejan di RI Thn 2004 :: 4,Batuk Rejan Tahun 2004,
Batuk Rejan,Bencana Non Alam dan Penyakit,2006,1, 1 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Batuk Rejan di RI Thn 2006 :: 1,Batuk Rejan Tahun 2006,
Bencana kelaparan,Bencana Sosial,2006,1, 1 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Bencana kelaparan di RI Thn 2006 :: 1,Bencana kelaparan Tahun 2006,
Campak,Bencana Non Alam dan Penyakit,2006,1, 9 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2006 :: 9,Campak Tahun 2006,
Campak,Bencana Non Alam dan Penyakit,2008,1, 1 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2008 :: 1,Campak Tahun 2008,
Campak,Bencana Non Alam dan Penyakit,2010,1, 7 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2010 :: 7,Campak Tahun 2010,
Campak,Bencana Non Alam dan Penyakit,2011,1, 9 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2011 :: 9,Campak Tahun 2011,
Campak,Bencana Non Alam dan Penyakit,2012,1, 4 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.22,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2012 :: 4,Campak Tahun 2012,
Campak,Bencana Non Alam dan Penyakit,2013,1, 2 , Profil Kesehatan Indonesia Tahun 2013 ,Lampiran 6.19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2013 :: 2,Campak Tahun 2013,
Campak,Bencana Non Alam dan Penyakit,2014,1, 8 , Profil Kesehatan Indonesia Tahun 2014 ,Lampiran 6.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2014 :: 8,Campak Tahun 2014,
Campak,Bencana Non Alam dan Penyakit,2015,1, 1 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2015 :: 1,Campak Tahun 2015,
Campak,Bencana Non Alam dan Penyakit,2017,1, 1 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.22,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2017 :: 1,Campak Tahun 2017,
Campak,Bencana Non Alam dan Penyakit,2018,1, -   , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Campak di RI Thn 2018 :: 0,Campak Tahun 2018,
Cedera intrakranial,Bencana Non Alam dan Penyakit,2004,1," 2,554 ", Profil Kesehatan Indonesia Tahun 2004 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Cedera intrakranial di RI Thn 2004 :: 2554,Cedera intrakranial Tahun 2004,
Cedera intrakranial,Bencana Non Alam dan Penyakit,2005,1," 3,021 ", Profil Kesehatan Indonesia Tahun 2005 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Cedera intrakranial di RI Thn 2005 :: 3021,Cedera intrakranial Tahun 2005,
Cedera intrakranial,Bencana Non Alam dan Penyakit,2006,1," 2,519 ", Profil Kesehatan Indonesia Tahun 2007 ,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Cedera intrakranial di RI Thn 2006 :: 2519,Cedera intrakranial Tahun 2006,
Cedera intrakranial,Bencana Non Alam dan Penyakit,2010,1," 1,025 ", Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Cedera intrakranial di RI Thn 2010 :: 1025,Cedera intrakranial Tahun 2010,
Cedera lahir,Bencana Non Alam dan Penyakit,2004,1, 23 , Profil Kesehatan Indonesia Tahun 2004 ,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Cedera lahir di RI Thn 2004 :: 23,Cedera lahir Tahun 2004,
Cedera lahir,Bencana Non Alam dan Penyakit,2005,1, 51 , Profil Kesehatan Indonesia Tahun 2005 ,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Cedera lahir di RI Thn 2005 :: 51,Cedera lahir Tahun 2005,
Cedera lahir,Bencana Non Alam dan Penyakit,2006,1, 57 , Profil Kesehatan Indonesia Tahun 2006 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Cedera lahir di RI Thn 2006 :: 57,Cedera lahir Tahun 2006,
Cedera YDT lainnya YTT dan daerah badan Multipel,Bencana Non Alam dan Penyakit,2010,1, 605 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Cedera YDT lainnya YTT dan daerah badan Multipel di RI Thn 2010 :: 605,Cedera YDT lainnya YTT dan daerah badan Multipel Tahun 2010,
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2005,1," 5,331 ", Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,"Jumlah Korban Jiwa Akibat Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya di RI Thn 2005 :: 5331","Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya Tahun 2005",
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2006,1," 4,770 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,"Jumlah Korban Jiwa Akibat Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya di RI Thn 2006 :: 4770","Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya Tahun 2006",
